,Dataset_ID,Category,Capabilities,Product_Weight,Control_Weight,Product_Weighted_Score,Control_Weighted_Score,Product_Score,Control_Score,Total_Score,RE_Min,RE_Max,RC_Min,RC_Max,ALE
198,9,Hygiene,Access control,4250,2700,3700,4800,0.8705882352941177,1.7777777777777777,1.223021582733813,3761328,10144422,427702,1853759,2950135
199,9,Hygiene,Configuration control,4900,4850,900,4400,0.1836734693877551,0.9072164948453608,0.5435897435897435,3091632,2396885,1665123,2646998,7503468
200,9,Hygiene,Identity and access management,2400,2750,3400,2050,1.4166666666666667,0.7454545454545455,1.058252427184466,3776275,974117,1240215,2344190,6244300
201,9,Hygiene,Logging / analytics,1900,4700,1000,850,0.5263157894736842,0.18085106382978725,0.2803030303030303,892808,3287913,658645,2057654,5352952
202,9,Hygiene,Strong key management,4550,550,1950,2150,0.42857142857142855,3.909090909090909,0.803921568627451,184430,708492,1569701,148172,3998492
203,9,Hygiene,Vulnerability scanning,2000,4350,2300,2400,1.15,0.5517241379310345,0.7401574803149606,1873904,5611286,882939,1572978,2000534
204,9,Operations,Break & inspect,2400,2050,50,4900,0.020833333333333332,2.3902439024390243,1.1123595505617978,5210085,2915962,994744,2951959,1187767
205,9,Operations,"EDR, XDR",600,3750,3850,3250,6.416666666666667,0.8666666666666667,1.632183908045977,1294453,1644928,1134807,2449891,2268505
206,9,Operations,Real-time analytics,4450,3700,3500,2200,0.7865168539325843,0.5945945945945946,0.6993865030674846,2534274,890223,1597279,1650417,6163262
207,9,Operations,Sandboxing,1900,1500,2550,4750,1.3421052631578947,3.1666666666666665,2.1470588235294117,822008,9576178,923536,2168268,4843442
208,9,Operations,Security operations oversight,2250,4450,3450,3400,1.5333333333333334,0.7640449438202247,1.0223880597014925,2202327,1965700,1657343,886176,2658505
209,9,Operations,Synchronized policy enforcement,3600,3450,1200,450,0.3333333333333333,0.13043478260869565,0.23404255319148937,3403315,6869749,1649842,3278766,3935683
210,9,Process,process_1,1800,650,3200,2250,1.7777777777777777,3.4615384615384617,2.2244897959183674,630679,1330287,171869,3181623,3902544
211,9,Process,process_2,4000,850,2500,1000,0.625,1.1764705882352942,0.7216494845360825,3890078,10005602,1716143,2189416,2254903
212,9,Process,process_3,50,4050,1150,2050,23.0,0.5061728395061729,0.7804878048780488,3563408,8233608,1499533,848467,4003561
213,9,Process,process_4,1850,250,800,4050,0.43243243243243246,16.2,2.3095238095238093,4805675,4177812,1469644,2374404,6208202
214,9,Process,process_5,1250,4300,2500,4150,2.0,0.9651162790697675,1.1981981981981982,4944812,10639526,649221,3063132,6185772
215,9,Process,process_6,2450,1000,2150,4550,0.8775510204081632,4.55,1.9420289855072463,3296810,10959164,1160226,1374180,7514794
216,10,Architecture,Data at rest encryption,3600,2550,1600,2400,0.4444444444444444,0.9411764705882353,0.6504065040650406,1174037,6125327,1348841,872361,5997873
217,10,Architecture,Data in motion encryption,4100,4150,400,2550,0.0975609756097561,0.6144578313253012,0.3575757575757576,2602848,3929754,1143665,2179874,7739255
218,10,Architecture,Secure edge access,4300,1050,700,250,0.16279069767441862,0.23809523809523808,0.17757009345794392,3682663,6951694,1527314,630029,2254005
219,10,Architecture,Segmentation,2000,3100,4450,2750,2.225,0.8870967741935484,1.411764705882353,5407871,9497326,807981,2554579,7725662
220,10,Architecture,Threat intelligence,1950,3300,3650,4900,1.8717948717948718,1.4848484848484849,1.6285714285714286,2717109,3808177,958215,1299056,806310
221,10,Architecture,Visibility,1550,2050,2950,3350,1.903225806451613,1.6341463414634145,1.75,2101995,11053541,648570,725769,3674683
222,10,Hygiene,Access control,2800,1250,3450,1500,1.2321428571428572,1.2,1.2222222222222223,2144446,10881697,1168407,964239,2810089
223,10,Hygiene,Configuration control,4650,4350,1250,4550,0.26881720430107525,1.0459770114942528,0.6444444444444445,5290971,1756362,950750,3596240,830434
224,10,Hygiene,Identity and access management,2750,950,3750,50,1.3636363636363635,0.05263157894736842,1.027027027027027,4142257,3352286,236461,191820,4384598
225,10,Hygiene,Logging / analytics,4200,3800,4100,2250,0.9761904761904762,0.5921052631578947,0.79375,640504,10866629,1794817,3190152,3235850
226,10,Hygiene,Strong key management,3900,2650,2300,450,0.5897435897435898,0.16981132075471697,0.4198473282442748,2941064,916520,504991,438820,7883566
227,10,Hygiene,Vulnerability scanning,1450,600,3700,1600,2.5517241379310347,2.6666666666666665,2.5853658536585367,1969200,9039792,1054458,2578885,848873
228,10,Operations,Break & inspect,1700,1300,2600,1750,1.5294117647058822,1.3461538461538463,1.45,4413669,2662093,1605717,2865552,6121180
229,10,Operations,"EDR, XDR",3100,3200,3700,1050,1.1935483870967742,0.328125,0.753968253968254,4819430,5945584,1798953,1816462,4280124
230,10,Operations,Real-time analytics,4200,750,4750,3200,1.130952380952381,4.266666666666667,1.606060606060606,2450462,6262655,212436,2670711,763167
231,10,Operations,Sandboxing,1550,200,3800,2650,2.4516129032258065,13.25,3.6857142857142855,1031190,3542873,1635116,2773277,1598857
232,10,Operations,Security operations oversight,500,1450,3950,4650,7.9,3.206896551724138,4.410256410256411,2719123,10457447,1187292,1452216,4007442
233,10,Operations,Synchronized policy enforcement,2550,3800,3600,3900,1.411764705882353,1.0263157894736843,1.1811023622047243,170087,5814486,968065,553823,7339144
234,10,Process,process_1,4650,900,2550,3400,0.5483870967741935,3.7777777777777777,1.072072072072072,5058100,7152985,661658,1898859,2353208
235,10,Process,process_2,4450,250,3750,3650,0.8426966292134831,14.6,1.574468085106383,3135298,9313601,1783190,1856791,6017536
236,10,Process,process_3,4200,2800,4950,3500,1.1785714285714286,1.25,1.207142857142857,341941,1276058,783013,2036310,4873132
237,10,Process,process_4,1150,3800,450,3050,0.391304347826087,0.8026315789473685,0.7070707070707071,503079,3114723,239147,3154007,7167131
238,10,Process,process_5,4450,3400,1350,2800,0.30337078651685395,0.8235294117647058,0.5286624203821656,2139784,8654581,1205411,2605617,4880755
239,10,Process,process_6,50,1750,3150,2700,63.0,1.542857142857143,3.25,1380012,5336816,1508940,2924543,5176083
240,11,Architecture,Data at rest encryption,4950,2400,1500,2200,0.30303030303030304,0.9166666666666666,0.5034013605442177,4188806,7890026,644144,211189,2866981
241,11,Architecture,Data in motion encryption,4900,1150,3850,4700,0.7857142857142857,4.086956521739131,1.4132231404958677,1095994,8681936,363513,2724517,7752277
242,11,Architecture,Secure edge access,500,2250,3500,4950,7.0,2.2,3.0727272727272728,2360819,8485339,1091240,1689070,7698354
243,11,Architecture,Segmentation,3400,1450,4000,600,1.1764705882352942,0.41379310344827586,0.9484536082474226,1898879,9411825,1743235,1060013,3407170
244,11,Architecture,Threat intelligence,2000,4300,2550,1250,1.275,0.29069767441860467,0.6031746031746031,4063025,5378149,665950,1061577,7396447
245,11,Architecture,Visibility,150,4350,4750,3700,31.666666666666668,0.8505747126436781,1.8777777777777778,4998518,4758744,632875,959698,2055147
246,11,Hygiene,Access control,550,2800,1250,600,2.272727272727273,0.21428571428571427,0.5522388059701493,2419824,5943314,1787889,1333799,7929279
247,11,Hygiene,Configuration control,2400,650,3900,2750,1.625,4.230769230769231,2.180327868852459,486128,2066930,1375110,1264516,5658706
248,11,Hygiene,Identity and access management,1200,4800,150,3200,0.125,0.6666666666666666,0.5583333333333333,1090470,10891951,531527,1807408,338651
249,11,Hygiene,Logging / analytics,750,3900,4300,2450,5.733333333333333,0.6282051282051282,1.4516129032258065,3018342,4390664,1301359,2928841,6667263
250,11,Hygiene,Strong key management,4550,1500,3950,2000,0.8681318681318682,1.3333333333333333,0.9834710743801653,792717,9087023,270370,3229921,2434332
251,11,Hygiene,Vulnerability scanning,3600,1250,2200,3650,0.6111111111111112,2.92,1.2061855670103092,3347735,4156693,1274462,1270736,7009649
252,11,Operations,Break & inspect,1250,1650,450,3150,0.36,1.9090909090909092,1.2413793103448276,1685590,11109107,162336,1796861,6131263
253,11,Operations,"EDR, XDR",2700,2150,350,4550,0.12962962962962962,2.116279069767442,1.0103092783505154,1532641,7407133,1225488,1765940,1882313
254,11,Operations,Real-time analytics,1450,4550,2100,300,1.4482758620689655,0.06593406593406594,0.4,1411322,10845735,1406189,3373364,6387266
255,11,Operations,Sandboxing,50,250,3600,4350,72.0,17.4,26.5,3297595,6403942,1742647,2761366,8131977
256,11,Operations,Security operations oversight,3600,4250,1150,2150,0.3194444444444444,0.5058823529411764,0.42038216560509556,455539,4319314,1694224,644221,3773610
257,11,Operations,Synchronized policy enforcement,2850,3650,3550,400,1.2456140350877194,0.1095890410958904,0.6076923076923076,2638384,2650255,1062970,1291359,5023533
258,11,Process,process_1,1350,1200,100,4300,0.07407407407407407,3.5833333333333335,1.7254901960784315,4015680,7597796,585950,3112788,7548857
259,11,Process,process_2,1200,700,4200,200,3.5,0.2857142857142857,2.3157894736842106,1775898,6112936,455544,504944,647359
260,11,Process,process_3,4300,3000,4100,1150,0.9534883720930233,0.38333333333333336,0.7191780821917808,4110817,4532399,296961,517800,4616948
261,11,Process,process_4,4400,1750,1150,4500,0.26136363636363635,2.5714285714285716,0.9186991869918699,4086429,1603623,75547,3102383,1219554
262,11,Process,process_5,1600,3500,850,3450,0.53125,0.9857142857142858,0.8431372549019608,3728039,3248232,1046050,2418286,2968462
263,11,Process,process_6,4350,4300,1700,800,0.39080459770114945,0.18604651162790697,0.28901734104046245,4411900,9978211,427524,384322,2399035
264,12,Architecture,Data at rest encryption,2900,3300,2500,4250,0.8620689655172413,1.2878787878787878,1.0887096774193548,2110446,7443357,1554933,3397644,7170678
265,12,Architecture,Data in motion encryption,3850,700,4100,1400,1.0649350649350648,2.0,1.2087912087912087,1280046,10516283,664264,3487489,7435118
266,12,Architecture,Secure edge access,2300,2750,750,1050,0.32608695652173914,0.38181818181818183,0.3564356435643564,2810197,7747040,846378,2349472,7531143
267,12,Architecture,Segmentation,2400,150,550,3850,0.22916666666666666,25.666666666666668,1.7254901960784315,4468838,9094281,361154,2224269,309801
268,12,Architecture,Threat intelligence,3550,2450,4250,3500,1.1971830985915493,1.4285714285714286,1.2916666666666667,2382370,5557739,789192,2805116,5703193
269,12,Architecture,Visibility,2250,4700,2950,1100,1.3111111111111111,0.23404255319148937,0.5827338129496403,1709318,7029425,1386496,2366031,5014003
270,12,Hygiene,Access control,2650,3650,3200,350,1.2075471698113207,0.0958904109589041,0.5634920634920635,1838749,10363999,760013,3303191,4149435
271,12,Hygiene,Configuration control,2150,2300,3200,1450,1.4883720930232558,0.6304347826086957,1.0449438202247192,1595718,6305784,1236947,1853333,2553390
272,12,Hygiene,Identity and access management,4050,2650,1450,2200,0.35802469135802467,0.8301886792452831,0.5447761194029851,1979833,2611652,268923,3597499,930816
273,12,Hygiene,Logging / analytics,2150,450,1850,800,0.8604651162790697,1.7777777777777777,1.0192307692307692,1968285,1319412,1387973,2733209,6863414
274,12,Hygiene,Strong key management,1500,4500,2900,300,1.9333333333333333,0.06666666666666667,0.5333333333333333,1063734,8155486,1164970,486425,3170747
275,12,Hygiene,Vulnerability scanning,4900,1200,3950,2800,0.8061224489795918,2.3333333333333335,1.1065573770491803,3873478,8552880,1219771,3287965,3491352
276,12,Operations,Break & inspect,4950,2450,1950,3450,0.3939393939393939,1.4081632653061225,0.7297297297297297,3744289,489532,437205,3507555,691144
277,12,Operations,"EDR, XDR",4600,800,1000,2400,0.21739130434782608,3.0,0.6296296296296297,4796027,9561772,424453,1219149,1177611
278,12,Operations,Real-time analytics,3600,2900,3850,2300,1.0694444444444444,0.7931034482758621,0.9461538461538461,5344454,6596603,355449,1033108,1375318
279,12,Operations,Sandboxing,3550,1200,4050,450,1.1408450704225352,0.375,0.9473684210526315,2109595,2448719,1500461,1114680,7119732
280,12,Operations,Security operations oversight,4000,3550,1950,4600,0.4875,1.295774647887324,0.8675496688741722,4510150,2065152,429107,1213769,1959910
281,12,Operations,Synchronized policy enforcement,1750,4400,2350,1150,1.3428571428571427,0.26136363636363635,0.5691056910569106,3957522,5941545,1675313,126090,820156
282,12,Process,process_1,50,1250,2850,4200,57.0,3.36,5.423076923076923,850695,8223357,990077,2112636,7465107
283,12,Process,process_2,750,3350,2550,800,3.4,0.23880597014925373,0.8170731707317073,4495936,2726201,508799,1445466,6104616
284,12,Process,process_3,3000,3150,1100,4150,0.36666666666666664,1.3174603174603174,0.8536585365853658,5146585,10422846,478734,2093596,1751652
285,12,Process,process_4,2750,4700,2150,4050,0.7818181818181819,0.8617021276595744,0.8322147651006712,4150913,6766530,861643,2146183,2689195
286,12,Process,process_5,3000,3000,1600,4950,0.5333333333333333,1.65,1.0916666666666666,2759864,10114070,1535917,835620,4150481
287,12,Process,process_6,3000,1300,1550,3350,0.5166666666666667,2.576923076923077,1.1395348837209303,471227,575912,515105,1245647,2842920
288,13,Architecture,Data at rest encryption,4950,4450,4900,4000,0.98989898989899,0.898876404494382,0.9468085106382979,3244471,802687,1510992,3254933,6270614
289,13,Architecture,Data in motion encryption,3600,3300,1700,4500,0.4722222222222222,1.3636363636363635,0.8985507246376812,3668949,5640013,1774633,172587,1356953
290,13,Architecture,Secure edge access,1400,150,4150,900,2.9642857142857144,6.0,3.2580645161290325,4785439,8441542,914216,2536036,7191566
291,13,Architecture,Segmentation,4250,3650,300,3800,0.07058823529411765,1.0410958904109588,0.5189873417721519,1796160,6889989,582265,1919662,2253908
292,13,Architecture,Threat intelligence,350,2300,2750,950,7.857142857142857,0.41304347826086957,1.3962264150943395,4527353,1387019,1377254,2536034,1703883
293,13,Architecture,Visibility,700,700,1300,950,1.8571428571428572,1.3571428571428572,1.6071428571428572,5407135,5946410,1197966,2278265,7487598
294,13,Hygiene,Access control,800,800,3800,2800,4.75,3.5,4.125,1971951,1977142,770073,2911472,1722587
295,13,Hygiene,Configuration control,4950,1800,2550,500,0.5151515151515151,0.2777777777777778,0.45185185185185184,5004528,9329544,487748,1437417,7079852
296,13,Hygiene,Identity and access management,4100,900,4400,850,1.0731707317073171,0.9444444444444444,1.05,1646463,3331305,294664,309184,2929092
297,13,Hygiene,Logging / analytics,400,4550,600,4300,1.5,0.945054945054945,0.98989898989899,356061,492977,626649,2240826,3347580
298,13,Hygiene,Strong key management,400,2800,400,1400,1.0,0.5,0.5625,3013924,3170147,1121560,2377606,6088352
299,13,Hygiene,Vulnerability scanning,2750,1000,600,400,0.21818181818181817,0.4,0.26666666666666666,2043120,7197419,1302088,914651,4901587
300,13,Operations,Break & inspect,3300,1050,750,2650,0.22727272727272727,2.5238095238095237,0.7816091954022989,3358471,10094793,765980,1905524,4787818
301,13,Operations,"EDR, XDR",950,3000,3400,3950,3.5789473684210527,1.3166666666666667,1.860759493670886,2270259,10078566,1269693,2343010,4130969
302,13,Operations,Real-time analytics,3950,3300,4900,2350,1.240506329113924,0.7121212121212122,1.0,4195590,2167632,550712,2448409,5680294
303,13,Operations,Sandboxing,3000,500,450,4500,0.15,9.0,1.4142857142857144,3835464,4691822,446915,1780542,3492091
304,13,Operations,Security operations oversight,4850,2650,200,1150,0.041237113402061855,0.4339622641509434,0.18,667779,5776408,246482,2649832,6449259
305,13,Operations,Synchronized policy enforcement,2750,50,2500,3250,0.9090909090909091,65.0,2.0535714285714284,611497,8058075,752780,3017480,8103003
306,13,Process,process_1,1500,1850,4600,4450,3.066666666666667,2.4054054054054053,2.701492537313433,1899672,3411015,1215517,3077879,4527067
307,13,Process,process_2,3700,3850,1400,2550,0.3783783783783784,0.6623376623376623,0.5231788079470199,5144644,7898974,237451,2415890,5192028
308,13,Process,process_3,1450,2250,4200,600,2.896551724137931,0.26666666666666666,1.2972972972972974,4178350,4869290,1042246,1147959,712072
309,13,Process,process_4,2350,1050,750,3650,0.3191489361702128,3.4761904761904763,1.2941176470588236,4409789,6673595,394081,290055,8223821
310,13,Process,process_5,3250,2250,950,4900,0.2923076923076923,2.1777777777777776,1.0636363636363637,4173612,10983526,256671,3407484,5817891
311,13,Process,process_6,2950,3150,700,1350,0.23728813559322035,0.42857142857142855,0.3360655737704918,1891855,8351746,704640,913241,7575588
312,14,Architecture,Data at rest encryption,2250,3500,3400,1500,1.511111111111111,0.42857142857142855,0.8521739130434782,5290219,7605903,145360,536454,5863428
313,14,Architecture,Data in motion encryption,2000,3000,750,150,0.375,0.05,0.18,3708688,8384054,506450,184396,643249
314,14,Architecture,Secure edge access,1450,3950,4350,3550,3.0,0.8987341772151899,1.462962962962963,5367026,7048882,685095,2199069,4991694
315,14,Architecture,Segmentation,250,4400,2450,3750,9.8,0.8522727272727273,1.3333333333333333,5121729,1023151,521465,678349,2909953
316,14,Architecture,Threat intelligence,2600,2200,2500,4600,0.9615384615384616,2.090909090909091,1.4791666666666667,1735348,11101242,648892,2834081,2520022
317,14,Architecture,Visibility,1900,3400,2500,2500,1.3157894736842106,0.7352941176470589,0.9433962264150944,4806387,2333588,523115,1166375,2757562
318,14,Hygiene,Access control,100,3850,3300,3900,33.0,1.0129870129870129,1.8227848101265822,4451952,3286518,665599,3692096,932888
319,14,Hygiene,Configuration control,150,2300,2600,300,17.333333333333332,0.13043478260869565,1.183673469387755,2535787,8493227,857849,2135641,1402773
320,14,Hygiene,Identity and access management,1550,1500,4050,4450,2.6129032258064515,2.966666666666667,2.7868852459016393,3829443,9015924,1033292,2707202,455209
321,14,Hygiene,Logging / analytics,4600,4350,3450,1750,0.75,0.40229885057471265,0.5810055865921788,3804617,7496603,1479089,2953269,560980
322,14,Hygiene,Strong key management,1850,1000,4600,2100,2.4864864864864864,2.1,2.3508771929824563,1401107,8971944,586089,3389319,5020979
323,14,Hygiene,Vulnerability scanning,2550,3650,2850,200,1.1176470588235294,0.0547945205479452,0.49193548387096775,4429649,3366487,1038778,478537,3616050
324,14,Operations,Break & inspect,50,4400,1450,1900,29.0,0.4318181818181818,0.7528089887640449,2640485,5681494,1378034,2558862,5026154
325,14,Operations,"EDR, XDR",4950,4400,3300,250,0.6666666666666666,0.056818181818181816,0.37967914438502676,1934758,10464612,271254,1900502,8175611
326,14,Operations,Real-time analytics,750,1400,350,3550,0.4666666666666667,2.5357142857142856,1.813953488372093,4639625,5275804,1359524,3585842,4608534
327,14,Operations,Sandboxing,700,900,1250,2350,1.7857142857142858,2.611111111111111,2.25,2707243,9880430,1373440,423794,3659707
328,14,Operations,Security operations oversight,3000,150,1150,3100,0.38333333333333336,20.666666666666668,1.3492063492063493,1320973,4755987,1523928,365022,5383168
329,14,Operations,Synchronized policy enforcement,1100,2500,2200,2000,2.0,0.8,1.1666666666666667,4688470,9478632,677899,3073509,1177822
330,14,Process,process_1,100,300,3200,1400,32.0,4.666666666666667,11.5,1492998,7817037,1373671,3559815,7206706
331,14,Process,process_2,700,4150,450,4250,0.6428571428571429,1.0240963855421688,0.9690721649484536,1612230,1523649,1118198,3330369,4195835
332,14,Process,process_3,4300,1900,3750,4650,0.872093023255814,2.4473684210526314,1.3548387096774193,1851880,1284180,921362,2119259,4036589
333,14,Process,process_4,600,3900,2850,500,4.75,0.1282051282051282,0.7444444444444445,636781,5538167,1203168,3240851,4202543
334,14,Process,process_5,4200,4200,2350,1900,0.5595238095238095,0.4523809523809524,0.5059523809523809,710584,1324032,243011,1874725,549056
335,14,Process,process_6,4750,3850,1200,650,0.25263157894736843,0.16883116883116883,0.21511627906976744,1634087,5271461,697315,1439156,1569666
336,15,Architecture,Data at rest encryption,1300,850,3300,850,2.5384615384615383,1.0,1.930232558139535,649686,3689091,1473235,1404174,2150021
337,15,Architecture,Data in motion encryption,700,2850,1100,500,1.5714285714285714,0.17543859649122806,0.4507042253521127,2827019,8740210,545262,3504738,6488243
338,15,Architecture,Secure edge access,100,1600,2700,3150,27.0,1.96875,3.4411764705882355,4564481,610920,1595359,1138678,7385229
339,15,Architecture,Segmentation,4800,3250,4250,800,0.8854166666666666,0.24615384615384617,0.6273291925465838,1558665,9726387,1444701,1910617,6060556
340,15,Architecture,Threat intelligence,2550,3050,650,2850,0.2549019607843137,0.9344262295081968,0.625,786463,9257776,600482,944530,2960514
341,15,Architecture,Visibility,4750,1550,1650,1400,0.3473684210526316,0.9032258064516129,0.48412698412698413,3907924,6533373,867647,1884101,6496387
342,15,Hygiene,Access control,500,1200,1850,4200,3.7,3.5,3.5588235294117645,3667640,9658145,569899,2416912,3404002
343,15,Hygiene,Configuration control,1400,1550,1950,4850,1.3928571428571428,3.129032258064516,2.305084745762712,4259166,8122322,907580,2229484,1942303
344,15,Hygiene,Identity and access management,3600,100,2300,3150,0.6388888888888888,31.5,1.472972972972973,2155431,9678772,112971,2274873,1554487
345,15,Hygiene,Logging / analytics,2600,550,850,1000,0.3269230769230769,1.8181818181818181,0.5873015873015873,215225,393814,1462132,3609396,1953913
346,15,Hygiene,Strong key management,2000,3600,3000,750,1.5,0.20833333333333334,0.6696428571428571,4143066,5954919,1247359,985933,1254281
347,15,Hygiene,Vulnerability scanning,4850,3350,200,4650,0.041237113402061855,1.3880597014925373,0.5914634146341463,1270903,5637311,97805,1615277,7702640
348,15,Operations,Break & inspect,3300,700,1900,50,0.5757575757575758,0.07142857142857142,0.4875,4822000,10807732,1007765,1017653,3674641
349,15,Operations,"EDR, XDR",4700,3550,4250,4500,0.9042553191489362,1.267605633802817,1.0606060606060606,823173,3394776,518552,779246,3311376
350,15,Operations,Real-time analytics,3650,2900,3500,4450,0.958904109589041,1.5344827586206897,1.213740458015267,2963970,7046454,706625,2323737,5544627
351,15,Operations,Sandboxing,1500,3700,4950,2700,3.3,0.7297297297297297,1.4711538461538463,3040804,8038714,579688,559054,6217678
352,15,Operations,Security operations oversight,4400,3450,900,1100,0.20454545454545456,0.3188405797101449,0.25477707006369427,945563,9248279,1607407,2208107,1416455
353,15,Operations,Synchronized policy enforcement,550,700,1450,3150,2.6363636363636362,4.5,3.68,4363631,9351308,641896,759202,1180415
354,15,Process,process_1,1100,4350,4200,600,3.8181818181818183,0.13793103448275862,0.8807339449541285,4645080,3618429,152686,3206584,4067939
355,15,Process,process_2,4650,1400,3650,2500,0.7849462365591398,1.7857142857142858,1.0165289256198347,4334684,3992193,1753682,1540246,3880382
356,15,Process,process_3,3700,4400,150,4100,0.04054054054054054,0.9318181818181818,0.5246913580246914,2166932,982518,1386070,1407108,2789899
357,15,Process,process_4,2150,2100,1750,2500,0.813953488372093,1.1904761904761905,1.0,3974228,6784026,1119476,450199,2485258
358,15,Process,process_5,3400,4000,1300,3900,0.38235294117647056,0.975,0.7027027027027027,4328659,2043635,1515950,1710522,5536729
359,15,Process,process_6,2700,3200,3550,1800,1.3148148148148149,0.5625,0.9067796610169492,5435939,10367290,956448,455232,5083281
360,16,Architecture,Data at rest encryption,800,1150,4050,4100,5.0625,3.5652173913043477,4.17948717948718,2979962,3473981,711368,661819,6218604
361,16,Architecture,Data in motion encryption,3750,4250,3850,3450,1.0266666666666666,0.8117647058823529,0.9125,1834190,4121275,960027,3560708,4238450
362,16,Architecture,Secure edge access,750,300,2850,400,3.8,1.3333333333333333,3.0952380952380953,907659,4458933,886701,1629147,6081057
363,16,Architecture,Segmentation,2450,4500,4200,3250,1.7142857142857142,0.7222222222222222,1.0719424460431655,3951880,3510849,706602,2094248,319750
364,16,Architecture,Threat intelligence,3300,2500,1650,4950,0.5,1.98,1.1379310344827587,5052021,1876054,233651,797982,5453044
365,16,Architecture,Visibility,700,50,4000,300,5.714285714285714,6.0,5.733333333333333,2580917,2172825,1570142,2829083,4011715
366,16,Hygiene,Access control,600,2500,4500,4500,7.5,1.8,2.903225806451613,4575736,5894006,1722884,3009287,4260834
367,16,Hygiene,Configuration control,1900,2700,500,1950,0.2631578947368421,0.7222222222222222,0.532608695652174,1138020,6924849,662845,782093,891591
368,16,Hygiene,Identity and access management,2900,2800,100,2000,0.034482758620689655,0.7142857142857143,0.3684210526315789,1995432,7083514,627482,3024408,4026937
369,16,Hygiene,Logging / analytics,1250,3550,1350,1800,1.08,0.5070422535211268,0.65625,3976001,2134352,618585,393229,8194092
370,16,Hygiene,Strong key management,2050,3100,3650,4850,1.7804878048780488,1.564516129032258,1.6504854368932038,3336813,9511977,1394250,207319,1021362
371,16,Hygiene,Vulnerability scanning,3150,4650,1750,1800,0.5555555555555556,0.3870967741935484,0.4551282051282051,353419,5104777,1737604,1459407,6364354
372,16,Operations,Break & inspect,4200,2800,1200,4500,0.2857142857142857,1.6071428571428572,0.8142857142857143,511324,701107,1649433,917297,6287464
373,16,Operations,"EDR, XDR",4250,1850,50,4350,0.011764705882352941,2.3513513513513513,0.7213114754098361,3573819,4534664,735009,1535964,2130372
374,16,Operations,Real-time analytics,1700,1450,2900,2950,1.7058823529411764,2.0344827586206895,1.8571428571428572,5275185,6843123,1689835,1297179,2015105
375,16,Operations,Sandboxing,3300,4800,50,750,0.015151515151515152,0.15625,0.09876543209876543,2862390,9762629,1754149,3145870,2929121
376,16,Operations,Security operations oversight,1750,2500,1250,1700,0.7142857142857143,0.68,0.6941176470588235,5078278,463840,851496,263351,5190308
377,16,Operations,Synchronized policy enforcement,3150,4300,150,4200,0.047619047619047616,0.9767441860465116,0.5838926174496645,4452857,10966184,492976,387660,6482165
378,16,Process,process_1,3450,4600,700,3050,0.2028985507246377,0.6630434782608695,0.4658385093167702,2515425,7502058,1141715,1189484,2523264
379,16,Process,process_2,450,600,2550,1650,5.666666666666667,2.75,4.0,1185795,6977245,1523394,1162384,4129759
380,16,Process,process_3,950,4300,3250,550,3.4210526315789473,0.12790697674418605,0.7238095238095238,2876125,10672425,787322,2376126,4331825
381,16,Process,process_4,2200,3600,1450,850,0.6590909090909091,0.2361111111111111,0.39655172413793105,1934322,2347463,698591,3603636,5300430
382,16,Process,process_5,3050,4050,100,4050,0.03278688524590164,1.0,0.5845070422535211,2780857,1764997,411473,2382738,3165934
383,16,Process,process_6,1150,4400,3700,1150,3.217391304347826,0.26136363636363635,0.8738738738738738,2332491,957276,1178332,1870404,1104907
384,17,Architecture,Data at rest encryption,950,600,1700,2400,1.7894736842105263,4.0,2.6451612903225805,331302,9947224,729460,2582762,1122339
385,17,Architecture,Data in motion encryption,2750,3100,3400,650,1.2363636363636363,0.20967741935483872,0.6923076923076923,4787886,1354914,1151425,2788543,1470546
386,17,Architecture,Secure edge access,1550,1150,1550,550,1.0,0.4782608695652174,0.7777777777777778,814822,4660226,1188149,1466013,752912
387,17,Architecture,Segmentation,2550,3150,3950,1450,1.5490196078431373,0.4603174603174603,0.9473684210526315,4947604,7138398,1767413,222500,5027186
388,17,Architecture,Threat intelligence,1150,3300,950,4550,0.8260869565217391,1.378787878787879,1.2359550561797752,1475359,9939393,535807,2935857,6836446
389,17,Architecture,Visibility,4700,300,4200,3650,0.8936170212765957,12.166666666666666,1.57,4843227,2702572,1148311,368137,870492
390,17,Hygiene,Access control,250,4600,4000,4450,16.0,0.967391304347826,1.7422680412371134,4683578,2966221,431063,2191579,1656219
391,17,Hygiene,Configuration control,4350,1650,1500,750,0.3448275862068966,0.45454545454545453,0.375,4790266,1282179,773899,3557427,7283213
392,17,Hygiene,Identity and access management,2200,3100,1500,2450,0.6818181818181818,0.7903225806451613,0.7452830188679245,912274,2498405,463414,2008919,5217008
393,17,Hygiene,Logging / analytics,600,800,1250,4200,2.0833333333333335,5.25,3.892857142857143,1043226,2440272,221850,423810,4137802
394,17,Hygiene,Strong key management,3200,600,450,2950,0.140625,4.916666666666667,0.8947368421052632,177358,10888388,849807,2391983,4893923
395,17,Hygiene,Vulnerability scanning,2900,600,3600,3150,1.2413793103448276,5.25,1.9285714285714286,1263450,3238427,603738,2697279,6474478
396,17,Operations,Break & inspect,1550,4950,1750,1950,1.1290322580645162,0.3939393939393939,0.5692307692307692,4272783,9354338,1551442,915566,481799
397,17,Operations,"EDR, XDR",3700,350,4450,3450,1.2027027027027026,9.857142857142858,1.9506172839506173,3252996,6953864,1108063,1228902,7294169
